patch_id,label,type
patch5093_aug_5065,0,negative_aug
patch481_aug_6195,0,negative_aug
4263,0,negative
patch2625_aug_6857,1,positive_aug
1022,0,negative
5263,0,negative
2855,1,positive
1642,1,positive
patch7426_aug_3847,1,positive_aug
10477,1,positive
patch2505_aug_7014,0,negative_aug
716,1,positive
patch5283_aug_6183,1,positive_aug
patch3133_aug_4524,0,negative_aug
8653,1,positive
9850,1,positive
patch10060_aug_4137,1,positive_aug
2353,1,positive
patch5004_aug_5505,0,negative_aug
201,1,positive
4557,1,positive
841,1,positive
1851,1,positive
patch7461_aug_1314,1,positive_aug
13014,1,positive
patch11287_aug_5966,1,positive_aug
patch4310_aug_6663,0,negative_aug
460,0,negative
435,1,positive
patch3759_aug_5917,0,negative_aug
17,1,positive
3601,1,positive
5857,0,negative
patch10336_aug_1844,1,positive_aug
2852,0,negative
4244,1,positive
patch7508_aug_2532,1,positive_aug
2445,0,negative
patch9630_aug_6889,1,positive_aug
9305,1,positive
patch817_aug_369,0,negative_aug
370,0,negative
10690,1,positive
patch5924_aug_3076,0,negative_aug
patch4688_aug_5603,1,positive_aug
4034,0,negative
patch734_aug_3220,0,negative_aug
patch12586_aug_3376,1,positive_aug
12053,1,positive
3778,0,negative
patch4620_aug_6446,0,negative_aug
patch4595_aug_1451,1,positive_aug
8326,1,positive
patch5548_aug_976,1,positive_aug
8702,1,positive
patch509_aug_4370,0,negative_aug
patch6021_aug_932,0,negative_aug
4454,0,negative
patch1494_aug_2701,1,positive_aug
patch4885_aug_6583,0,negative_aug
patch2151_aug_2657,1,positive_aug
patch10959_aug_3552,1,positive_aug
patch6199_aug_5972,0,negative_aug
patch12117_aug_98,1,positive_aug
patch1702_aug_2571,1,positive_aug
patch4549_aug_2812,1,positive_aug
5704,0,negative
6435,1,positive
1015,1,positive
1595,1,positive
patch13055_aug_7321,1,positive_aug
2212,0,negative
12378,1,positive
5771,0,negative
patch5487_aug_6056,1,positive_aug
patch13415_aug_5970,1,positive_aug
patch1813_aug_907,1,positive_aug
3443,0,negative
12354,1,positive
2968,0,negative
patch8099_aug_5507,1,positive_aug
1972,0,negative
patch2821_aug_197,0,negative_aug
391,1,positive
patch10847_aug_345,1,positive_aug
3478,1,positive
patch9761_aug_355,1,positive_aug
6015,1,positive
1830,0,negative
patch9301_aug_1025,1,positive_aug
4339,0,negative
patch5953_aug_2754,0,negative_aug
patch2765_aug_4331,0,negative_aug
5753,1,positive
13290,1,positive
7568,1,positive
patch3538_aug_3185,1,positive_aug
11551,1,positive
8271,1,positive
patch774_aug_2134,1,positive_aug
patch3489_aug_1988,0,negative_aug
8601,1,positive
4173,1,positive
patch10877_aug_2263,1,positive_aug
patch2092_aug_2272,1,positive_aug
1831,0,negative
2557,1,positive
patch166_aug_4537,1,positive_aug
patch2547_aug_7600,1,positive_aug
patch5123_aug_5766,1,positive_aug
patch4006_aug_808,0,negative_aug
1649,0,negative
9859,1,positive
patch11459_aug_90,1,positive_aug
11493,1,positive
7483,1,positive
patch6209_aug_7565,0,negative_aug
11038,1,positive
patch8503_aug_2860,1,positive_aug
10145,1,positive
patch2987_aug_3411,1,positive_aug
patch1064_aug_5169,0,negative_aug
266,0,negative
patch1335_aug_1018,0,negative_aug
patch2027_aug_1646,1,positive_aug
2981,0,negative
patch1296_aug_5858,1,positive_aug
1780,0,negative
patch5768_aug_5686,0,negative_aug
patch186_aug_2507,0,negative_aug
1747,0,negative
patch13094_aug_877,1,positive_aug
5487,0,negative
patch1406_aug_1009,0,negative_aug
patch1690_aug_6610,0,negative_aug
patch12009_aug_5476,1,positive_aug
patch12781_aug_380,1,positive_aug
patch4061_aug_1633,1,positive_aug
6623,1,positive
patch5942_aug_2603,0,negative_aug
patch5309_aug_226,0,negative_aug
7007,1,positive
patch724_aug_5450,1,positive_aug
3306,0,negative
patch3610_aug_3964,0,negative_aug
11877,1,positive
patch487_aug_1741,0,negative_aug
patch13133_aug_4296,1,positive_aug
1008,0,negative
patch3402_aug_3918,1,positive_aug
1529,1,positive
2855,0,negative
patch5275_aug_5041,0,negative_aug
3030,1,positive
patch3909_aug_3199,1,positive_aug
3053,0,negative
patch6087_aug_6381,1,positive_aug
4035,0,negative
2394,0,negative
2865,0,negative
patch2971_aug_6950,0,negative_aug
5428,0,negative
5912,1,positive
3048,0,negative
patch3629_aug_3315,0,negative_aug
8179,1,positive
patch6884_aug_5152,1,positive_aug
patch6066_aug_7564,1,positive_aug
12249,1,positive
1817,0,negative
1317,0,negative
8095,1,positive
patch12827_aug_6177,1,positive_aug
702,1,positive
6267,1,positive
9155,1,positive
13504,1,positive
12127,1,positive
1525,1,positive
patch12004_aug_59,1,positive_aug
11784,1,positive
11927,1,positive
patch4347_aug_3535,0,negative_aug
5696,1,positive
patch5857_aug_5800,0,negative_aug
12823,1,positive
10727,1,positive
patch9039_aug_4872,1,positive_aug
patch226_aug_7843,1,positive_aug
patch10831_aug_2976,1,positive_aug
607,1,positive
8847,1,positive
patch4290_aug_3921,0,negative_aug
patch9134_aug_4413,1,positive_aug
820,1,positive
patch4502_aug_7311,1,positive_aug
patch5601_aug_2403,0,negative_aug
patch2411_aug_5741,1,positive_aug
10449,1,positive
13024,1,positive
patch1881_aug_4528,1,positive_aug
patch6680_aug_192,1,positive_aug
patch3549_aug_5477,0,negative_aug
patch5036_aug_6996,1,positive_aug
6201,0,negative
5862,1,positive
2450,1,positive
7528,1,positive
patch6157_aug_904,0,negative_aug
2275,0,negative
patch1073_aug_2293,0,negative_aug
10470,1,positive
825,1,positive
patch1623_aug_3988,0,negative_aug
patch11982_aug_1701,1,positive_aug
patch1479_aug_2368,0,negative_aug
patch8549_aug_1647,1,positive_aug
8746,1,positive
1115,0,negative
patch886_aug_597,0,negative_aug
12449,1,positive
7052,1,positive
2669,0,negative
patch6100_aug_3903,0,negative_aug
11371,1,positive
patch11613_aug_998,1,positive_aug
4989,1,positive
patch8248_aug_6599,1,positive_aug
4602,0,negative
6247,1,positive
patch9841_aug_2677,1,positive_aug
patch3486_aug_3854,1,positive_aug
5334,1,positive
4106,1,positive
1059,1,positive
patch7473_aug_5862,1,positive_aug
12274,1,positive
6199,0,negative
4613,1,positive
934,1,positive
patch10869_aug_5659,1,positive_aug
patch10208_aug_3914,1,positive_aug
637,0,negative
4663,1,positive
900,0,negative
patch12729_aug_7882,1,positive_aug
2290,0,negative
1855,1,positive
3499,0,negative
9700,1,positive
7604,1,positive
11192,1,positive
patch790_aug_1386,0,negative_aug
3505,0,negative
patch339_aug_50,0,negative_aug
patch12552_aug_1080,1,positive_aug
patch1224_aug_3166,1,positive_aug
3080,1,positive
patch3526_aug_5049,0,negative_aug
patch9043_aug_703,1,positive_aug
1634,0,negative
patch1359_aug_609,0,negative_aug
patch140_aug_4898,0,negative_aug
5379,0,negative
patch909_aug_2343,1,positive_aug
10176,1,positive
patch1788_aug_7755,1,positive_aug
12462,1,positive
5351,1,positive
patch10018_aug_6549,1,positive_aug
patch5314_aug_1061,0,negative_aug
patch5445_aug_2517,0,negative_aug
patch4889_aug_1446,0,negative_aug
8611,1,positive
patch6441_aug_773,1,positive_aug
2950,1,positive
patch549_aug_717,0,negative_aug
1443,0,negative
patch5144_aug_5434,0,negative_aug
4965,0,negative
patch81_aug_4041,0,negative_aug
patch4036_aug_4897,0,negative_aug
3559,1,positive
2920,0,negative
8423,1,positive
10938,1,positive
patch3466_aug_3792,1,positive_aug
10314,1,positive
1262,1,positive
patch5455_aug_7574,0,negative_aug
707,0,negative
12843,1,positive
1883,0,negative
2308,1,positive
4204,1,positive
5056,1,positive
patch568_aug_4440,0,negative_aug
8876,1,positive
11296,1,positive
patch6260_aug_6717,1,positive_aug
1060,1,positive
patch1366_aug_6936,0,negative_aug
patch12043_aug_2640,1,positive_aug
patch2971_aug_1953,0,negative_aug
11633,1,positive
12582,1,positive
4458,0,negative
patch1293_aug_991,0,negative_aug
2641,1,positive
patch3283_aug_5679,1,positive_aug
patch4584_aug_1796,1,positive_aug
12400,1,positive
patch5796_aug_2533,0,negative_aug
1815,0,negative
patch5826_aug_3603,0,negative_aug
5914,1,positive
2297,0,negative
patch1038_aug_7335,0,negative_aug
patch2757_aug_2398,0,negative_aug
59,1,positive
patch4191_aug_1112,1,positive_aug
patch6963_aug_5600,1,positive_aug
12151,1,positive
2945,0,negative
442,0,negative
6042,1,positive
5467,1,positive
2328,1,positive
patch4327_aug_7209,0,negative_aug
13399,1,positive
patch4871_aug_56,1,positive_aug
1062,1,positive
5871,0,negative
6742,1,positive
patch12231_aug_1115,1,positive_aug
patch3121_aug_2918,0,negative_aug
patch4267_aug_849,0,negative_aug
patch38_aug_2944,0,negative_aug
patch5736_aug_1623,0,negative_aug
patch3778_aug_2640,0,negative_aug
patch1439_aug_6032,1,positive_aug
8140,1,positive
4970,1,positive
4210,0,negative
patch3403_aug_1906,0,negative_aug
patch5543_aug_2451,0,negative_aug
6574,1,positive
3340,1,positive
4205,0,negative
patch534_aug_6924,0,negative_aug
11247,1,positive
4108,0,negative
2965,1,positive
patch138_aug_199,0,negative_aug
patch1026_aug_1595,0,negative_aug
patch304_aug_936,1,positive_aug
patch2711_aug_2378,0,negative_aug
5712,0,negative
patch4860_aug_3650,0,negative_aug
653,0,negative
10026,1,positive
patch4739_aug_5535,0,negative_aug
patch5449_aug_5291,1,positive_aug
patch12726_aug_2825,1,positive_aug
9226,1,positive
5898,0,negative
patch204_aug_1150,0,negative_aug
patch2409_aug_500,0,negative_aug
patch8207_aug_2837,1,positive_aug
patch5682_aug_2249,0,negative_aug
patch5489_aug_8000,1,positive_aug
patch9984_aug_3026,1,positive_aug
patch4801_aug_1831,0,negative_aug
patch5764_aug_6777,1,positive_aug
7086,1,positive
1510,1,positive
7631,1,positive
445,0,negative
patch4718_aug_4048,1,positive_aug
10060,1,positive
5003,0,negative
patch13443_aug_7583,1,positive_aug
1241,0,negative
4428,0,negative
4380,1,positive
4068,0,negative
patch10787_aug_1552,1,positive_aug
11080,1,positive
302,1,positive
503,0,negative
patch8882_aug_7201,1,positive_aug
5246,0,negative
2639,1,positive
patch1002_aug_1417,0,negative_aug
3532,1,positive
patch3143_aug_115,0,negative_aug
3609,1,positive
patch1017_aug_6681,0,negative_aug
4427,1,positive
13576,1,positive
414,0,negative
11184,1,positive
1457,1,positive
patch12431_aug_125,1,positive_aug
199,1,positive
267,0,negative
patch2726_aug_175,0,negative_aug
patch42_aug_4707,0,negative_aug
8840,1,positive
patch8670_aug_5381,1,positive_aug
5253,0,negative
patch3419_aug_1264,1,positive_aug
patch5582_aug_491,1,positive_aug
9630,1,positive
patch2784_aug_5157,0,negative_aug
3752,1,positive
7403,1,positive
3619,0,negative
patch3568_aug_1125,1,positive_aug
10843,1,positive
patch63_aug_2860,0,negative_aug
patch215_aug_1012,0,negative_aug
patch4783_aug_5222,1,positive_aug
patch10463_aug_1225,1,positive_aug
5020,1,positive
6188,0,negative
6436,1,positive
patch8691_aug_6837,1,positive_aug
10436,1,positive
963,1,positive
patch4842_aug_1135,1,positive_aug
4361,1,positive
patch3172_aug_295,0,negative_aug
patch4766_aug_3404,0,negative_aug
448,0,negative
patch10796_aug_5047,1,positive_aug
6202,1,positive
patch4904_aug_2806,1,positive_aug
2148,0,negative
patch963_aug_558,0,negative_aug
patch609_aug_3453,0,negative_aug
patch9195_aug_3794,1,positive_aug
patch2298_aug_2309,1,positive_aug
11415,1,positive
5225,1,positive
771,1,positive
patch4139_aug_33,1,positive_aug
8419,1,positive
patch10_aug_796,0,negative_aug
2589,0,negative
patch4341_aug_4734,1,positive_aug
1320,0,negative
patch4879_aug_5507,0,negative_aug
patch7827_aug_887,1,positive_aug
patch12901_aug_7910,1,positive_aug
patch9803_aug_5626,1,positive_aug
3349,1,positive
patch5371_aug_6927,0,negative_aug
12451,1,positive
12319,1,positive
patch3244_aug_1407,1,positive_aug
patch1919_aug_5217,0,negative_aug
patch3295_aug_5478,0,negative_aug
3153,0,negative
1479,0,negative
664,0,negative
8862,1,positive
12741,1,positive
patch104_aug_1608,1,positive_aug
5136,1,positive
2866,1,positive
patch854_aug_4733,1,positive_aug
patch440_aug_7071,0,negative_aug
patch1024_aug_252,1,positive_aug
patch8962_aug_3290,1,positive_aug
patch3172_aug_5292,0,negative_aug
88,0,negative
10633,1,positive
patch4837_aug_4284,0,negative_aug
8114,1,positive
6557,1,positive
patch6107_aug_3593,0,negative_aug
patch163_aug_2994,0,negative_aug
4265,0,negative
9656,1,positive
patch1628_aug_1469,0,negative_aug
patch2118_aug_5600,0,negative_aug
1002,0,negative
9022,1,positive
patch10902_aug_1014,1,positive_aug
2249,1,positive
4198,0,negative
3804,0,negative
10540,1,positive
patch8168_aug_4574,1,positive_aug
patch3042_aug_2220,1,positive_aug
9433,1,positive
patch3187_aug_2923,0,negative_aug
4030,0,negative
8921,1,positive
patch11378_aug_4336,1,positive_aug
2367,1,positive
11101,1,positive
patch8635_aug_5220,1,positive_aug
8494,1,positive
patch1287_aug_5293,0,negative_aug
1140,1,positive
3721,1,positive
patch1239_aug_3080,0,negative_aug
patch1641_aug_5180,0,negative_aug
3494,0,negative
patch1835_aug_7082,1,positive_aug
patch11820_aug_366,1,positive_aug
11294,1,positive
13144,1,positive
patch5994_aug_4088,0,negative_aug
5672,1,positive
patch1769_aug_5355,1,positive_aug
4409,1,positive
7879,1,positive
3179,1,positive
patch4824_aug_2756,1,positive_aug
patch7515_aug_4348,1,positive_aug
patch4224_aug_6516,0,negative_aug
7043,1,positive
patch5003_aug_1984,0,negative_aug
10625,1,positive
6733,1,positive
2079,1,positive
patch5378_aug_2647,0,negative_aug
3379,1,positive
patch5675_aug_1818,1,positive_aug
patch4268_aug_7818,1,positive_aug
patch3804_aug_6895,1,positive_aug
1305,0,negative
patch2778_aug_7710,1,positive_aug
patch3082_aug_4125,0,negative_aug
patch4022_aug_6673,0,negative_aug
patch2910_aug_5570,1,positive_aug
5298,0,negative
patch549_aug_5714,0,negative_aug
patch9616_aug_1309,1,positive_aug
patch2392_aug_6707,1,positive_aug
patch13035_aug_6567,1,positive_aug
patch12079_aug_120,1,positive_aug
patch2483_aug_7115,0,negative_aug
patch1929_aug_4773,1,positive_aug
2412,1,positive
3286,1,positive
4247,0,negative
4776,0,negative
2935,1,positive
5576,1,positive
7784,1,positive
13318,1,positive
patch5984_aug_6550,0,negative_aug
11809,1,positive
patch2124_aug_5197,0,negative_aug
patch5873_aug_1597,0,negative_aug
527,0,negative
patch6236_aug_853,0,negative_aug
9561,1,positive
4429,1,positive
patch427_aug_7474,0,negative_aug
3441,1,positive
4486,1,positive
3597,1,positive
3392,0,negative
2456,0,negative
892,1,positive
patch7207_aug_7012,1,positive_aug
3166,0,negative
1151,1,positive
5932,0,negative
patch1677_aug_3947,0,negative_aug
patch7120_aug_2396,1,positive_aug
patch3671_aug_4103,1,positive_aug
patch1187_aug_256,1,positive_aug
patch464_aug_2392,0,negative_aug
patch12833_aug_6301,1,positive_aug
4679,1,positive
patch12842_aug_1054,1,positive_aug
patch2752_aug_353,0,negative_aug
7254,1,positive
12764,1,positive
5666,0,negative
patch4802_aug_3613,1,positive_aug
2029,1,positive
patch3135_aug_1751,0,negative_aug
5796,0,negative
patch503_aug_7446,1,positive_aug
patch8930_aug_6372,1,positive_aug
patch1119_aug_6324,0,negative_aug
patch1436_aug_5233,0,negative_aug
patch12121_aug_5883,1,positive_aug
patch501_aug_3119,0,negative_aug
patch3571_aug_3212,1,positive_aug
1033,0,negative
1513,0,negative
patch4497_aug_2313,0,negative_aug
patch5248_aug_3956,1,positive_aug
4514,1,positive
2644,0,negative
13223,1,positive
patch892_aug_5978,1,positive_aug
2801,0,negative
patch3917_aug_5453,0,negative_aug
patch193_aug_7161,0,negative_aug
patch27_aug_277,1,positive_aug
patch2195_aug_3798,0,negative_aug
10936,1,positive
patch5168_aug_3778,1,positive_aug
patch4272_aug_2799,0,negative_aug
patch11505_aug_6675,1,positive_aug
5868,0,negative
patch13437_aug_6925,1,positive_aug
patch8198_aug_4152,1,positive_aug
3091,0,negative
1142,1,positive
3252,1,positive
4794,1,positive
patch12414_aug_272,1,positive_aug
patch2664_aug_4386,0,negative_aug
11537,1,positive
4318,1,positive
patch4787_aug_2545,0,negative_aug
patch3334_aug_5147,1,positive_aug
patch1271_aug_545,1,positive_aug
patch733_aug_3815,0,negative_aug
11439,1,positive
patch4334_aug_5493,1,positive_aug
3157,1,positive
12898,1,positive
patch2561_aug_6107,1,positive_aug
3481,1,positive
369,0,negative
11416,1,positive
2095,0,negative
patch5843_aug_586,0,negative_aug
280,1,positive
patch6154_aug_4406,0,negative_aug
patch5640_aug_5896,0,negative_aug
3824,0,negative
patch11470_aug_5945,1,positive_aug
13076,1,positive
patch7139_aug_7723,1,positive_aug
patch4630_aug_3003,0,negative_aug
10454,1,positive
11591,1,positive
patch2559_aug_2741,1,positive_aug
635,1,positive
patch831_aug_4570,0,negative_aug
2910,1,positive
patch947_aug_1241,0,negative_aug
patch3906_aug_3263,0,negative_aug
3239,1,positive
patch720_aug_5345,0,negative_aug
12552,1,positive
patch2754_aug_3469,1,positive_aug
patch9457_aug_1939,1,positive_aug
patch6863_aug_3950,1,positive_aug
3189,0,negative
patch4043_aug_7005,0,negative_aug
4816,1,positive
patch5366_aug_7220,0,negative_aug
patch2793_aug_3863,0,negative_aug
patch171_aug_4045,1,positive_aug
patch3034_aug_2547,0,negative_aug
2651,1,positive
patch3938_aug_3219,0,negative_aug
1037,0,negative
patch4728_aug_4459,0,negative_aug
5359,0,negative
10615,1,positive
patch11120_aug_4783,1,positive_aug
13308,1,positive
4891,1,positive
patch5332_aug_3024,1,positive_aug
6187,1,positive
patch3768_aug_1545,0,negative_aug
9872,1,positive
5047,0,negative
5542,0,negative
3954,1,positive
patch5_aug_1048,1,positive_aug
patch6908_aug_5584,1,positive_aug
3986,0,negative
2962,1,positive
patch3043_aug_3609,1,positive_aug
8509,1,positive
patch3296_aug_6532,0,negative_aug
4494,0,negative
246,0,negative
12609,1,positive
patch4295_aug_4272,0,negative_aug
patch198_aug_4639,1,positive_aug
patch1814_aug_7164,0,negative_aug
1143,0,negative
3239,0,negative
2388,0,negative
3292,0,negative
1731,0,negative
patch4853_aug_800,1,positive_aug
patch2100_aug_2644,0,negative_aug
patch6451_aug_6904,1,positive_aug
1509,0,negative
1565,0,negative
5756,1,positive
3378,0,negative
patch5244_aug_201,0,negative_aug
patch2272_aug_5453,1,positive_aug
patch3357_aug_3760,0,negative_aug
6023,0,negative
patch8711_aug_4538,1,positive_aug
5346,1,positive
5953,0,negative
4599,1,positive
patch597_aug_1268,0,negative_aug
6583,1,positive
patch10548_aug_2861,1,positive_aug
patch236_aug_2876,0,negative_aug
patch3036_aug_445,1,positive_aug
2764,0,negative
5355,0,negative
patch1877_aug_4710,1,positive_aug
2129,1,positive
13320,1,positive
patch2421_aug_4643,0,negative_aug
patch11945_aug_3164,1,positive_aug
patch3542_aug_3074,0,negative_aug
patch6151_aug_3809,1,positive_aug
4840,1,positive
5834,0,negative
5323,1,positive
patch5551_aug_1387,0,negative_aug
patch8797_aug_3297,1,positive_aug
234,0,negative
patch2983_aug_3339,0,negative_aug
5017,0,negative
patch9229_aug_4174,1,positive_aug
patch7108_aug_1697,1,positive_aug
patch2697_aug_4936,0,negative_aug
10995,1,positive
5420,1,positive
12879,1,positive
patch6829_aug_6099,1,positive_aug
patch436_aug_7596,0,negative_aug
3676,0,negative
2841,1,positive
patch1011_aug_6014,1,positive_aug
patch9711_aug_4498,1,positive_aug
10236,1,positive
3688,0,negative
12529,1,positive
patch2223_aug_3883,0,negative_aug
patch12022_aug_2061,1,positive_aug
1514,1,positive
8338,1,positive
8350,1,positive
patch4047_aug_1026,0,negative_aug
9502,1,positive
patch3660_aug_243,0,negative_aug
patch12984_aug_3100,1,positive_aug
2307,1,positive
